"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"25.03.2014","559,10","562,72","563,65","557,37","-0,69%"
"24.03.2014","563,00","562,03","564,50","559,78","0,19%"
"21.03.2014","561,95","564,52","565,83","559,22","-0,55%"
"20.03.2014","565,05","570,02","571,69","563,82","-0,79%"
"19.03.2014","569,55","569,12","571,26","566,51","0,08%"
"18.03.2014","569,10","570,55","572,42","568,52","-0,32%"
"17.03.2014","570,90","571,50","572,43","568,81","-0,25%"
"14.03.2014","572,35","574,22","574,50","570,53","-0,44%"
"13.03.2014","574,89","571,97","574,89","569,05","0,46%"
"12.03.2014","572,25","575,22","577,07","570,72","-0,63%"
"11.03.2014","575,85","569,00","576,07","567,85","1,15%"
"10.03.2014","569,30","566,80","571,50","566,80","0,57%"
"07.03.2014","566,05","558,10","568,38","556,60","1,35%"
"06.03.2014","558,50","561,52","561,85","557,22","-0,52%"
"05.03.2014","561,40","559,55","563,85","559,55","0,23%"
"04.03.2014","560,12","561,52","561,62","556,75","-0,27%"
"03.03.2014","561,62","558,42","563,66","558,42","0,47%"
"28.02.2014","559,00","560,72","562,00","556,59","-0,44%"
"27.02.2014","561,45","560,82","564,90","560,72","-0,04%"
"26.02.2014","561,70","555,62","561,85","555,62","1,02%"
"25.02.2014","556,05","553,50","558,35","553,50","0,29%"
"24.02.2014","554,45","555,10","556,28","553,57","-0,14%"
"21.02.2014","555,25","555,12","557,15","552,82","-0,06%"
"20.02.2014","555,60","552,72","557,67","552,10","0,29%"
"19.02.2014","553,98","547,62","554,55","547,10","1,00%"
"18.02.2014","548,50","546,96","549,09","546,35","0,34%"
"17.02.2014","546,63","546,63","547,65","545,50","-0,07%"
"14.02.2014","547,03","547,23","548,75","545,48","-0,31%"
"13.02.2014","548,75","550,92","553,00","546,22","-0,44%"
"12.02.2014","551,15","553,70","555,95","550,33","-0,50%"
"11.02.2014","553,93","554,97","556,43","552,33","-0,27%"
"10.02.2014","555,42","553,82","556,65","553,82","0,30%"
"07.02.2014","553,75","551,57","555,20","550,47","0,47%"
"06.02.2014","551,15","557,72","558,57","550,00","-1,26%"
"05.02.2014","558,20","556,72","561,49","555,40","0,32%"
"04.02.2014","556,40","562,60","562,75","555,49","-1,13%"
"03.02.2014","562,75","555,42","562,75","552,22","1,32%"
"31.01.2014","555,42","547,67","557,35","547,67","1,37%"
"30.01.2014","547,90","549,12","549,27","545,18","-0,17%"
"29.01.2014","548,85","546,22","550,22","546,22","0,43%"
"28.01.2014","546,50","549,52","549,80","545,42","-0,55%"
"27.01.2014","549,50","550,01","550,75","546,10","-0,15%"
"24.01.2014","550,31","548,32","553,09","547,35","0,57%"
"23.01.2014","547,17","542,32","550,10","541,80","0,86%"
"22.01.2014","542,50","544,52","547,77","540,60","-0,37%"
"21.01.2014","544,50","540,42","545,50","540,42","0,72%"
"20.01.2014","540,60","537,95","544,45","537,95","0,40%"
"17.01.2014","538,45","533,22","542,73","532,30","1,03%"
"16.01.2014","532,95","529,15","534,45","529,15","0,56%"
"15.01.2014","529,98","528,27","530,45","528,12","0,23%"
"14.01.2014","528,79","527,97","529,35","525,90","0,14%"
"13.01.2014","528,07","529,33","529,75","525,92","-0,27%"
"10.01.2014","529,50","533,47","534,40","527,94","-0,80%"
"09.01.2014","533,75","534,53","535,57","532,62","-0,30%"
"08.01.2014","535,33","530,59","535,33","528,78","0,88%"
"07.01.2014","530,65","532,22","533,08","529,92","-0,30%"
"06.01.2014","532,26","529,17","532,81","529,17","0,52%"
"03.01.2014","529,50","529,32","530,15","526,62","0,00%"
"02.01.2014","529,50","526,25","531,07","525,32","0,74%"
"01.01.2014","525,60","525,32","525,60","525,32","0,03%"
"31.12.2013","525,45","525,32","526,40","525,25","-0,15%"
"30.12.2013","526,25","523,72","526,87","523,22","0,33%"
"27.12.2013","524,50","527,52","527,97","522,12","0,00%"
"26.12.2013","524,50","528,51","528,62","523,80","-0,81%"
"25.12.2013","528,79","528,51","528,79","528,51","0,05%"
"24.12.2013","528,50","527,22","529,18","526,87","0,19%"
"23.12.2013","527,50","529,30","530,00","526,23","-0,42%"
"20.12.2013","529,75","530,12","532,57","529,27","-0,08%"
"19.12.2013","530,15","528,80","532,24","528,50","0,53%"
"18.12.2013","527,35","526,77","532,37","526,17","-0,03%"
"17.12.2013","527,50","526,32","528,45","524,74","0,17%"
"16.12.2013","526,60","527,92","530,25","525,92","-0,38%"
"13.12.2013","528,59","530,72","531,80","527,70","-0,46%"
"12.12.2013","531,02","533,42","533,81","530,15","-0,42%"
"11.12.2013","533,25","530,37","534,09","530,27","0,28%"
"10.12.2013","531,75","529,02","532,45","526,70","0,52%"
"09.12.2013","529,00","525,43","530,08","523,97","0,57%"
"06.12.2013","526,00","529,97","531,83","525,18","-0,75%"
"05.12.2013","530,00","532,92","534,55","527,97","-0,66%"
"04.12.2013","533,50","533,75","535,60","532,46","-0,09%"
"03.12.2013","534,00","533,42","534,54","531,80","0,23%"
"02.12.2013","532,75","532,35","534,92","530,10","-0,06%"
"29.11.2013","533,05","527,92","533,15","527,47","0,92%"
"28.11.2013","528,20","527,93","530,08","525,95","-0,02%"
"27.11.2013","528,30","522,02","529,27","520,70","1,16%"
"26.11.2013","522,25","520,72","523,46","520,00","0,24%"
"25.11.2013","521,00","519,12","521,83","517,15","0,47%"
"22.11.2013","518,55","521,72","521,90","518,14","-0,51%"
"21.11.2013","521,23","522,12","523,82","520,65","-0,20%"
"20.11.2013","522,25","518,82","524,65","518,82","0,53%"
"19.11.2013","519,48","517,22","520,18","516,92","0,36%"
"18.11.2013","517,63","520,15","520,85","515,73","-0,52%"
"15.11.2013","520,33","519,02","522,08","518,22","0,24%"
"14.11.2013","519,10","519,95","522,53","517,92","-0,25%"
"13.11.2013","520,40","521,62","524,30","519,37","-0,35%"
"12.11.2013","522,25","520,02","522,90","518,82","0,35%"
"11.11.2013","520,41","518,23","521,65","517,05","0,40%"
"08.11.2013","518,33","516,75","520,35","515,00","0,26%"
"07.11.2013","517,00","514,92","517,55","513,20","0,49%"
"06.11.2013","514,50","515,60","516,82","512,84","-0,29%"
"05.11.2013","515,99","512,15","516,30","512,15","0,54%"
"04.11.2013","513,20","512,32","513,80","511,43","0,14%"
"01.11.2013","512,50","512,15","512,50","512,15","0,05%"
"31.10.2013","512,25","509,22","513,50","508,20","0,56%"
"30.10.2013","509,40","507,98","509,40","506,02","0,15%"
"29.10.2013","508,62","506,92","509,50","506,80","0,22%"
"28.10.2013","507,50","505,32","508,25","503,50","0,49%"
"25.10.2013","505,05","503,47","506,95","503,10","0,22%"
"24.10.2013","503,92","504,45","506,77","502,73","-0,22%"
"23.10.2013","505,04","499,07","505,69","498,22","1,23%"
"22.10.2013","498,90","501,98","503,04","498,32","-0,60%"
"21.10.2013","501,90","497,22","502,45","496,45","0,99%"
"18.10.2013","497,00","493,37","497,70","493,15","0,76%"
"17.10.2013","493,25","495,62","495,95","491,68","-0,61%"
"16.10.2013","496,30","498,95","499,29","494,72","-0,63%"
"15.10.2013","499,45","497,27","499,56","497,27","0,38%"
"14.10.2013","497,55","498,37","499,84","497,11","-0,16%"
"11.10.2013","498,36","496,80","499,75","494,77","0,27%"
"10.10.2013","497,00","501,25","501,50","496,08","-0,82%"
"09.10.2013","501,10","500,09","501,78","499,40","0,13%"
"08.10.2013","500,45","498,79","500,79","497,07","0,29%"
"07.10.2013","498,98","499,52","501,42","498,38","-0,00%"
"04.10.2013","499,00","499,79","500,50","497,42","-0,20%"
"03.10.2013","500,00","500,72","501,95","499,20","-0,22%"
"02.10.2013","501,10","503,72","505,85","500,32","-0,58%"
"01.10.2013","504,00","504,32","506,50","502,34","-0,25%"
"30.09.2013","505,25","503,47","506,08","502,52","0,30%"
"27.09.2013","503,73","501,50","504,11","500,75","0,40%"
"26.09.2013","501,70","501,22","502,01","498,67","0,03%"
"25.09.2013","501,55","498,42","501,82","497,72","0,51%"
"24.09.2013","499,00","495,71","499,00","494,85","0,61%"
"23.09.2013","495,99","498,00","498,53","493,62","-0,14%"
"20.09.2013","496,67","492,65","496,69","493,59","0,80%"
"19.09.2013","492,75","493,40","495,19","491,59","-2,18%"
"18.09.2013","503,75","503,10","503,85","503,00","-0,02%"
"17.09.2013","503,85","504,40","506,00","501,60","-0,13%"
"16.09.2013","504,50","505,70","507,50","500,86","-0,27%"
"13.09.2013","505,85","502,05","506,80","501,00","0,74%"
"12.09.2013","502,15","501,40","503,70","500,82","0,00%"
"11.09.2013","502,15","505,28","506,85","500,92","-0,93%"
"10.09.2013","506,85","507,20","509,52","505,06","-0,22%"
"09.09.2013","507,95","507,40","509,50","505,84","0,09%"
"06.09.2013","507,49","508,46","509,12","505,66","-0,21%"
"05.09.2013","508,56","509,10","511,65","508,27","-0,16%"
"04.09.2013","509,36","509,20","509,94","507,00","0,04%"
"03.09.2013","509,18","509,20","511,64","509,03","0,03%"
"02.09.2013","509,03","510,10","510,82","508,10","-0,36%"
"30.08.2013","510,85","510,20","512,10","508,20","0,08%"
"29.08.2013","510,46","513,50","513,75","509,30","-0,53%"
"28.08.2013","513,20","515,30","516,13","511,25","-0,55%"
"27.08.2013","516,05","511,70","516,65","511,70","0,52%"
"26.08.2013","513,40","509,50","513,65","507,95","0,62%"
"23.08.2013","510,25","513,40","514,15","507,90","-0,76%"
"22.08.2013","514,15","517,40","518,15","510,91","-0,65%"
"21.08.2013","517,50","514,40","517,65","513,70","0,51%"
"20.08.2013","514,85","519,20","520,75","513,84","-1,01%"
"19.08.2013","520,10","512,90","520,20","512,90","1,39%"
"16.08.2013","512,95","508,40","514,15","508,30","0,75%"
"15.08.2013","509,15","508,35","509,35","508,35","-0,04%"
"14.08.2013","509,35","511,10","512,00","507,50","-0,49%"
"13.08.2013","511,85","507,60","512,74","507,20","0,81%"
"12.08.2013","507,75","507,60","508,55","505,70","-0,12%"
"09.08.2013","508,35","509,34","510,09","505,36","-0,21%"
"08.08.2013","509,44","515,00","516,00","507,90","-1,21%"
"07.08.2013","515,70","514,85","516,83","514,80","0,15%"
"06.08.2013","514,95","513,00","515,35","511,30","0,23%"
"05.08.2013","513,75","512,05","514,75","510,20","0,34%"
"02.08.2013","512,00","515,00","516,15","511,40","-0,73%"
"01.08.2013","515,75","513,10","516,65","510,80","0,39%"
"31.07.2013","513,75","515,00","517,95","512,91","-0,39%"
"30.07.2013","515,75","511,30","516,11","510,90","0,72%"
"29.07.2013","512,05","507,50","512,80","506,91","0,75%"
"26.07.2013","508,25","505,65","509,05","504,40","0,51%"
"25.07.2013","505,65","507,00","507,75","504,20","-0,07%"
"24.07.2013","506,00","501,50","506,94","500,65","0,80%"
"23.07.2013","502,00","504,20","506,10","501,40","-0,58%"
"22.07.2013","504,95","502,35","505,36","500,90","0,37%"
"19.07.2013","503,10","500,20","504,06","499,30","0,48%"
"18.07.2013","500,70","497,30","501,44","496,90","0,64%"
"17.07.2013","497,50","501,05","501,40","496,00","-0,89%"
"16.07.2013","501,95","501,05","502,05","500,90","-0,02%"
"15.07.2013","502,05","506,30","507,43","500,50","-0,93%"
"12.07.2013","506,75","505,60","507,15","502,72","0,51%"
"11.07.2013","504,20","509,00","509,20","503,50","-0,69%"
"10.07.2013","507,70","508,49","509,60","506,50","-0,20%"
"09.07.2013","508,73","506,71","509,57","506,10","0,23%"
"08.07.2013","507,55","508,30","509,35","504,30","-0,17%"
"05.07.2013","508,40","502,85","508,60","502,85","1,08%"
"04.07.2013","502,95","502,75","503,70","499,71","-0,01%"
"03.07.2013","502,98","502,60","505,10","501,90","0,06%"
"02.07.2013","502,70","503,90","506,87","501,20","-0,22%"
"01.07.2013","503,80","507,30","508,45","503,01","-0,84%"
"28.06.2013","508,05","503,30","509,40","503,30","0,79%"
"27.06.2013","504,05","506,60","507,35","502,40","-0,31%"
"26.06.2013","505,60","507,40","508,45","502,80","-0,37%"
"25.06.2013","507,50","511,11","511,21","506,85","-0,83%"
"24.06.2013","511,75","512,70","517,05","510,50","-0,15%"
"21.06.2013","512,50","515,20","517,92","510,90","-0,54%"
"20.06.2013","515,30","498,80","515,30","498,80","3,15%"
"19.06.2013","499,55","499,70","503,34","498,50","-0,18%"
"18.06.2013","500,45","494,30","501,53","494,30","1,09%"
"17.06.2013","495,05","493,64","496,57","490,85","0,45%"
"14.06.2013","492,85","493,90","494,65","490,60","-0,23%"
"13.06.2013","494,00","498,90","500,20","493,90","-1,13%"
"12.06.2013","499,65","502,00","502,75","496,55","-0,49%"
"11.06.2013","502,10","503,20","507,65","500,86","-0,28%"
"10.06.2013","503,50","502,00","506,65","501,54","0,15%"
"07.06.2013","502,75","504,20","505,85","498,95","-0,33%"
"06.06.2013","504,40","503,35","507,09","502,65","0,07%"
"05.06.2013","504,05","500,15","505,31","498,90","0,76%"
"04.06.2013","500,25","498,60","501,30","498,50","0,18%"
"03.06.2013","499,35","501,00","506,05","498,50","-0,22%"
"31.05.2013","500,45","495,05","502,44","495,00","1,07%"
"30.05.2013","495,15","489,40","495,76","489,40","1,09%"
"29.05.2013","489,80","491,30","492,75","489,45","-0,25%"
"28.05.2013","491,05","489,85","492,34","487,70","0,22%"
"27.05.2013","489,95","489,10","491,00","487,20","0,19%"
"24.05.2013","489,00","486,80","490,50","486,36","0,30%"
"23.05.2013","487,55","488,40","492,55","485,70","-0,30%"
"22.05.2013","489,00","484,05","489,00","480,77","0,87%"
"21.05.2013","484,80","484,20","484,95","483,16","-0,03%"
"20.05.2013","484,95","480,80","486,05","480,30","0,82%"
"17.05.2013","481,00","479,20","482,02","478,80","0,10%"
"16.05.2013","480,50","477,70","480,97","477,11","0,28%"
"15.05.2013","479,15","477,99","480,55","477,50","0,23%"
"14.05.2013","478,05","475,50","478,90","476,90","0,38%"
"13.05.2013","476,25","473,90","477,45","473,70","0,70%"
"10.05.2013","472,95","471,70","475,41","471,70","0,04%"
"09.05.2013","472,75","471,00","473,49","469,25","0,21%"
"08.05.2013","471,75","470,20","472,35","469,25","0,17%"
"07.05.2013","470,95","469,30","471,48","469,02","0,22%"
"06.05.2013","469,90","469,90","470,40","468,95","-0,18%"
"03.05.2013","470,75","471,80","473,05","468,40","-0,38%"
"02.05.2013","472,55","470,85","474,15","470,60","0,25%"
"01.05.2013","471,35","470,85","471,60","470,60","-0,04%"
"30.04.2013","471,55","471,64","473,25","470,40","-0,04%"
"29.04.2013","471,75","471,50","473,65","470,80","-0,03%"
"26.04.2013","471,90","471,40","473,29","470,90","0,07%"
"25.04.2013","471,55","474,05","474,75","471,27","-0,64%"
"24.04.2013","474,59","476,40","476,60","473,65","-0,40%"
"23.04.2013","476,50","477,60","479,30","475,90","-0,39%"
"22.04.2013","478,35","476,60","479,45","475,35","0,21%"
"19.04.2013","477,35","475,50","479,15","474,90","0,30%"
"18.04.2013","475,90","472,90","477,30","472,90","0,48%"
"17.04.2013","473,65","471,80","475,85","471,80","0,23%"
"16.04.2013","472,55","472,00","473,35","471,20","-0,04%"
"15.04.2013","472,75","468,40","473,25","468,40","0,77%"
"12.04.2013","469,15","468,10","471,25","467,30","0,06%"
"11.04.2013","468,85","468,40","470,45","467,90","0,07%"
"10.04.2013","468,50","467,00","469,25","467,00","0,16%"
"09.04.2013","467,75","466,90","467,95","465,40","0,02%"
"08.04.2013","467,65","468,80","469,55","466,70","-0,40%"
"05.04.2013","469,55","469,80","471,45","468,40","-0,21%"
"04.04.2013","470,55","472,00","472,75","469,60","-0,49%"
"03.04.2013","472,85","472,40","473,15","471,75","-0,06%"
"02.04.2013","473,15","472,20","473,35","472,00","0,14%"
"01.04.2013","472,50","471,40","472,85","471,40","0,07%"
"29.03.2013","472,15","471,25","472,25","471,25","0,14%"
"28.03.2013","471,50","472,10","472,45","471,25","-0,29%"
"27.03.2013","472,85","472,00","473,45","472,00","0,02%"
"26.03.2013","472,75","472,40","473,45","472,00","-0,08%"
"25.03.2013","473,15","472,10","473,55","472,00","0,06%"
"22.03.2013","472,85","472,50","473,45","472,00","-0,08%"
"21.03.2013","473,25","472,00","473,95","472,00","0,11%"
"20.03.2013","472,75","471,50","473,95","471,50","0,11%"
"19.03.2013","472,25","471,50","473,65","471,50","0,00%"
"18.03.2013","472,25","471,50","473,45","471,50","0,00%"
"15.03.2013","472,25","470,50","472,35","470,50","0,25%"
"14.03.2013","471,05","470,40","471,85","470,40","0,03%"
"13.03.2013","470,90","471,00","471,70","470,40","-0,18%"
"12.03.2013","471,75","471,20","472,45","470,75","0,05%"
"11.03.2013","471,52","471,20","472,17","470,90","0,01%"
"08.03.2013","471,45","471,00","472,45","471,00","-0,06%"
"07.03.2013","471,75","472,50","473,25","471,00","-0,17%"
"06.03.2013","472,55","472,50","473,25","472,30","-0,04%"
"05.03.2013","472,75","474,40","474,65","472,50","-0,40%"
"04.03.2013","474,65","474,00","475,35","473,90","0,08%"
"01.03.2013","474,25","473,50","474,85","473,30","0,26%"
"28.02.2013","473,00","472,50","473,35","472,00","-0,05%"
"27.02.2013","473,25","472,95","473,75","472,40","-0,03%"
"26.02.2013","473,40","472,53","474,35","472,53","0,09%"
"25.02.2013","472,98","473,05","473,75","471,70","-0,11%"
"22.02.2013","473,50","472,80","474,05","472,20","0,05%"
"21.02.2013","473,25","472,60","474,55","472,60","0,04%"
"20.02.2013","473,05","471,70","473,45","471,70","0,19%"
"19.02.2013","472,15","471,25","472,85","471,25","0,10%"
"18.02.2013","471,70","470,55","472,35","470,55","0,12%"
"15.02.2013","471,12","470,30","471,68","469,90","0,08%"
"14.02.2013","470,75","470,30","471,95","470,10","0,00%"
"13.02.2013","470,75","471,30","471,85","470,00","-0,21%"
"12.02.2013","471,75","472,05","473,05","471,05","-0,16%"
"11.02.2013","472,50","471,64","473,05","471,64","0,09%"
"08.02.2013","472,09","472,15","473,45","471,64","-0,11%"
"07.02.2013","472,60","472,20","473,25","472,00","-0,01%"
"06.02.2013","472,65","472,33","473,85","472,20","-0,03%"
"05.02.2013","472,78","472,20","473,55","471,60","0,04%"
"04.02.2013","472,60","471,00","473,30","471,00","0,24%"
"01.02.2013","471,45","470,85","472,45","470,70","0,03%"
"31.01.2013","471,30","470,65","472,85","470,65","0,04%"
"30.01.2013","471,10","470,92","472,15","470,45","-0,06%"
"29.01.2013","471,37","472,35","474,55","470,92","-0,29%"
"28.01.2013","472,73","471,50","473,77","471,30","0,17%"
"25.01.2013","471,95","468,80","472,25","468,80","0,58%"
"24.01.2013","469,25","470,71","471,85","468,80","-0,41%"
"23.01.2013","471,16","470,30","471,85","470,10","0,09%"
"22.01.2013","470,75","472,10","472,55","470,10","-0,38%"
"21.01.2013","472,55","471,48","472,85","470,90","0,20%"
"18.01.2013","471,63","471,75","472,20","470,70","-0,12%"
"17.01.2013","472,20","474,03","474,71","471,70","-0,48%"
"16.01.2013","474,48","474,60","476,65","474,01","-0,12%"
"15.01.2013","475,05","472,98","475,75","472,98","0,34%"
"14.01.2013","473,43","472,17","473,95","470,18","0,20%"
"11.01.2013","472,47","470,18","472,80","470,18","0,39%"
"10.01.2013","470,63","470,16","471,45","469,70","0,00%"
"09.01.2013","470,61","471,95","472,73","470,16","-0,38%"
"08.01.2013","472,40","470,68","473,35","469,00","0,27%"
"07.01.2013","471,13","472,52","473,45","470,68","-0,39%"
"04.01.2013","472,97","471,95","473,95","471,95","0,12%"
"03.01.2013","472,40","473,88","474,95","471,95","-0,41%"
"02.01.2013","474,33","478,26","478,71","473,85","-0,91%"
"01.01.2013","478,71","478,26","478,71","478,26","0,00%"
"31.12.2012","478,71","478,35","478,90","478,26","-0,02%"
"28.12.2012","478,80","479,50","480,95","474,29","-0,24%"
"27.12.2012","479,95","478,93","480,55","476,80","0,12%"
"26.12.2012","479,38","479,02","479,95","477,90","-0,02%"
"25.12.2012","479,47","479,02","479,47","479,02","0,00%"
"24.12.2012","479,47","474,35","480,05","474,35","0,98%"
"21.12.2012","474,80","474,50","478,65","474,35","-0,03%"
"20.12.2012","474,95","474,55","475,95","474,20","-0,01%"
"19.12.2012","475,00","473,78","475,35","473,20","0,16%"
"18.12.2012","474,23","474,50","475,45","473,78","-0,15%"
"17.12.2012","474,95","473,40","475,65","472,90","0,27%"
"14.12.2012","473,65","474,50","474,95","473,22","-0,27%"
"13.12.2012","474,95","473,90","475,75","473,80","0,13%"
"12.12.2012","474,35","474,74","475,75","473,80","-0,18%"
"11.12.2012","475,19","475,05","475,95","474,00","-0,07%"
"10.12.2012","475,50","476,50","477,95","475,05","-0,30%"
"07.12.2012","476,95","476,60","478,75","475,90","-0,02%"
"06.12.2012","477,05","478,63","479,08","476,60","-0,42%"
"05.12.2012","479,08","480,18","481,05","478,63","-0,32%"
"04.12.2012","480,63","480,90","482,45","480,10","-0,13%"
"03.12.2012","481,25","480,50","482,55","479,10","0,06%"
"30.11.2012","480,95","478,70","481,55","478,30","0,38%"
"29.11.2012","479,15","480,35","480,80","478,20","-0,34%"
"28.11.2012","480,80","479,78","482,75","479,78","0,12%"
"27.11.2012","480,23","481,18","482,65","479,60","-0,29%"
"26.11.2012","481,63","478,30","481,95","478,30","0,60%"
"23.11.2012","478,75","476,40","479,65","476,40","0,40%"
"22.11.2012","476,85","477,35","477,80","475,20","-0,20%"
"21.11.2012","477,80","477,45","478,55","477,05","-0,02%"
"20.11.2012","477,90","479,50","479,95","477,45","-0,43%"
"19.11.2012","479,95","484,10","484,55","479,00","-0,95%"
"16.11.2012","484,55","483,55","486,15","483,55","0,11%"
"15.11.2012","484,00","484,30","484,75","483,10","-0,15%"
"14.11.2012","484,75","483,30","485,55","482,10","0,21%"
"13.11.2012","483,75","479,35","485,15","479,35","0,83%"
"12.11.2012","479,76","478,55","480,87","478,20","0,16%"
"09.11.2012","479,00","476,64","480,95","476,64","0,40%"
"08.11.2012","477,09","479,25","479,70","476,64","-0,54%"
"07.11.2012","479,70","478,45","480,15","478,00","0,17%"
"06.11.2012","478,90","479,95","480,55","478,45","-0,31%"
"05.11.2012","480,40","480,40","483,65","479,90","-0,09%"
"02.11.2012","480,85","480,80","481,25","480,40","-0,08%"
"01.11.2012","481,25","480,70","481,25","480,70","0,02%"
"31.10.2012","481,15","479,00","481,95","477,85","0,35%"
"30.10.2012","479,45","481,50","481,95","479,00","-0,52%"
"29.10.2012","481,95","480,00","482,65","480,00","0,31%"
"26.10.2012","480,45","479,13","481,75","478,50","0,18%"
"25.10.2012","479,58","480,70","481,15","477,40","-0,33%"
"24.10.2012","481,15","482,35","482,80","480,70","-0,34%"
"23.10.2012","482,80","476,49","483,75","476,49","1,23%"
"22.10.2012","476,94","474,15","477,85","473,70","0,49%"
"19.10.2012","474,60","472,08","475,15","472,08","0,44%"
"18.10.2012","472,53","471,80","473,35","471,10","0,06%"
"17.10.2012","472,25","472,10","472,95","470,70","-0,06%"
"16.10.2012","472,55","471,90","473,25","469,50","0,04%"
"15.10.2012","472,35","471,90","472,35","471,90","0,00%"
"12.10.2012","472,35","472,30","473,75","471,80","-0,08%"
"11.10.2012","472,75","474,63","475,08","472,00","-0,49%"
"10.10.2012","475,08","474,28","476,35","473,70","0,07%"
"09.10.2012","474,73","473,90","475,45","472,30","0,08%"
"08.10.2012","474,35","472,75","475,75","472,75","0,24%"
"05.10.2012","473,20","471,92","473,85","470,90","0,18%"
"04.10.2012","472,37","472,95","473,45","471,90","-0,22%"
"03.10.2012","473,40","472,70","474,45","472,55","0,05%"
"02.10.2012","473,15","472,15","473,95","471,70","0,12%"
"01.10.2012","472,60","474,25","474,70","471,80","-0,44%"
"28.09.2012","474,70","470,70","475,05","470,70","0,75%"
"27.09.2012","471,15","470,05","472,55","468,00","0,14%"
"26.09.2012","470,50","469,70","473,15","469,70","0,07%"
"25.09.2012","470,15","475,45","475,90","469,35","-1,21%"
"24.09.2012","475,90","472,62","476,25","472,62","0,60%"
"21.09.2012","473,07","469,75","474,15","469,75","0,61%"
"20.09.2012","470,20","469,05","473,25","469,05","0,15%"
"19.09.2012","469,50","469,05","469,50","469,05","0,00%"
"18.09.2012","469,50","469,85","470,30","469,00","-0,17%"
"17.09.2012","470,30","470,05","470,50","469,85","-0,04%"
"14.09.2012","470,50","472,10","472,55","466,70","-0,43%"
"13.09.2012","472,55","474,40","475,15","471,90","-0,48%"
"12.09.2012","474,85","473,95","475,15","471,80","0,09%"
"11.09.2012","474,40","474,55","475,45","473,95","-0,13%"
"10.09.2012","475,00","475,40","480,45","474,25","-0,18%"
"07.09.2012","475,85","475,38","476,95","473,30","0,00%"
"06.09.2012","475,83","480,35","480,80","475,20","-1,03%"
"05.09.2012","480,80","481,00","481,95","480,30","-0,14%"
"04.09.2012","481,45","479,70","481,75","479,70","0,27%"
"03.09.2012","480,15","479,82","481,80","479,60","-0,02%"
"31.08.2012","480,27","480,52","481,35","478,50","-0,15%"
"30.08.2012","480,97","479,78","482,05","479,55","0,15%"
"29.08.2012","480,23","479,20","481,85","479,20","0,12%"
"28.08.2012","479,65","480,34","482,15","479,08","-0,24%"
"27.08.2012","480,79","480,60","482,35","479,70","-0,05%"
"24.08.2012","481,05","480,00","482,85","479,60","0,12%"
"23.08.2012","480,45","482,75","483,20","478,30","-0,57%"
"22.08.2012","483,20","482,30","484,45","480,70","0,09%"
"21.08.2012","482,75","484,65","485,10","481,15","-0,48%"
"20.08.2012","485,10","482,93","486,45","482,55","0,36%"
"17.08.2012","483,38","482,25","484,95","482,25","0,14%"
"16.08.2012","482,70","482,39","484,85","481,65","-0,03%"
"15.08.2012","482,84","481,75","482,84","481,75","0,13%"
"14.08.2012","482,20","481,47","483,35","479,60","0,06%"
"13.08.2012","481,92","478,75","482,95","474,45","0,57%"
"10.08.2012","479,20","474,45","479,95","474,45","0,91%"
"09.08.2012","474,90","475,85","477,85","473,15","-0,29%"
"08.08.2012","476,30","477,15","479,65","475,55","-0,27%"
"07.08.2012","477,60","477,83","478,45","475,50","-0,14%"
"06.08.2012","478,28","480,70","481,45","477,30","-0,57%"
"03.08.2012","481,00","484,15","484,55","479,05","-0,74%"
"02.08.2012","484,60","483,00","485,30","482,50","0,24%"
"01.08.2012","483,45","482,30","483,95","481,98","0,15%"
"31.07.2012","482,75","482,30","483,00","480,40","0,00%"
"30.07.2012","482,75","482,55","484,05","481,65","-0,05%"
"27.07.2012","483,00","485,55","486,00","482,00","-0,62%"
"26.07.2012","486,00","491,30","491,75","484,75","-1,17%"
"25.07.2012","491,75","494,70","495,15","490,90","-0,69%"
"24.07.2012","495,15","491,93","495,45","491,85","0,56%"
"23.07.2012","492,38","488,65","494,75","488,65","0,67%"
"20.07.2012","489,10","485,18","489,85","485,18","0,71%"
"19.07.2012","485,63","487,35","487,80","484,10","-0,44%"
"18.07.2012","487,80","489,40","491,45","486,90","-0,42%"
"17.07.2012","489,85","489,50","490,55","486,70","-0,02%"
"16.07.2012","489,95","490,15","490,60","489,50","-0,13%"
"13.07.2012","490,60","492,90","493,35","489,20","-0,56%"
"12.07.2012","493,35","491,45","495,15","491,45","0,29%"
"11.07.2012","491,90","492,90","494,25","491,00","-0,29%"
"10.07.2012","493,35","494,10","495,05","491,65","-0,24%"
"09.07.2012","494,55","498,30","499,50","493,85","-0,84%"
"06.07.2012","498,75","495,40","500,65","495,40","0,58%"
"05.07.2012","495,85","496,40","496,85","494,50","-0,20%"
"04.07.2012","496,85","494,15","497,30","494,15","0,45%"
"03.07.2012","494,60","500,05","500,50","494,10","-1,18%"
"02.07.2012","500,50","500,30","500,75","500,00","-0,05%"
"29.06.2012","500,75","509,60","510,05","499,80","-1,82%"
"28.06.2012","510,05","505,95","510,95","505,95","0,72%"
"27.06.2012","506,40","507,85","508,30","503,80","-0,37%"
"26.06.2012","508,30","508,95","510,45","507,40","-0,22%"
"25.06.2012","509,40","502,35","510,45","500,50","1,31%"
"22.06.2012","502,80","502,40","505,35","502,25","-0,01%"
